qID	sentence	option1	option2	answer	ed	gender	wid	ctx	url
475-2	In two incidents, Adam managed to avoid hitting a pedestrian but Jason did not because _ was being careless.	Adam	Jason	2	1	m	A1WAWEY2810TFN	avoid	https://www.wikihow.com/Avoid-a-Sweetheart-Scam
665-1	Adam got about with a seeing-eye dog but Jason did not because _ was blind.	Adam	Jason	1	1	m	A1WAWEY2810TFN	dog	https://www.wikihow.pet/Retrain-a-Dog
665-2	Adam got about with a seeing-eye dog but Jason did not because _ was sighted.	Adam	Jason	2	1	m	A1WAWEY2810TFN	dog	https://www.wikihow.pet/Retrain-a-Dog
61-1	Mary had a torso that was twice as wide as that of Susan because _ was rather overweight.	Mary	Susan	1	1	f	A1WAWEY2810TFN	torso	https://www.wikihow.com/Use-a-Torso-Track
61-2	Mary had a torso that was twice as wide as that of Susan because _ was rather thin.	Mary	Susan	2	1	f	A1WAWEY2810TFN	torso	https://www.wikihow.com/Use-a-Torso-Track
276-1	Bullies usually left Adam alone but bothered Jason because _ was really very physically strong.	Adam	Jason	1	1	m	A1WAWEY2810TFN	bullies	https://www.wikihow.com/Deal-With-Bullies
276-2	Bullies usually left Adam alone but bothered Jason because _ was really very physically weak.	Adam	Jason	2	1	m	A1WAWEY2810TFN	bullies	https://www.wikihow.com/Deal-With-Bullies
669-1	It was easy for Mary to stop smoking but not Susan because _ had very good willpower.	Mary	Susan	1	1	f	A1WAWEY2810TFN	stop	https://www.wikihow.com/Help-Puppy-Stop-Biting/Nipping-Using-Healthy-Treats
669-2	It was easy for Mary to stop smoking but not Susan because _ had very poor willpower.	Mary	Susan	2	1	f	A1WAWEY2810TFN	stop	https://www.wikihow.com/Help-Puppy-Stop-Biting/Nipping-Using-Healthy-Treats
868-1	Adam kept a store of ammo in their house but Jason did not as _ approved of hunting.	Adam	Jason	1	1	m	A1WAWEY2810TFN	ammo	https://www.wikihow.com/Reload-Ammo
868-2	Adam kept a store of ammo in their house but Jason did not as _ disapproved of hunting.	Adam	Jason	2	1	m	A1WAWEY2810TFN	ammo	https://www.wikihow.com/Reload-Ammo
66-1	Adam got along with their boss but Jason did not because _ had a good relationship with them.	Adam	Jason	1	1	m	A1WAWEY2810TFN	relationship	https://www.wikihow.com/Handle-Valentine%27s-Day-in-a-New-Relationship
66-2	Adam got along with their boss but Jason did not because _ had a poor relationship with them.	Adam	Jason	2	1	m	A1WAWEY2810TFN	relationship	https://www.wikihow.com/Handle-Valentine%27s-Day-in-a-New-Relationship
482-1	Mary put their hair in rags at night but Susan did not because _ had straight hair.	Mary	Susan	1	1	f	A1WAWEY2810TFN	hair	https://www.wikihow.com/Keep-Hair-From-Getting-Greasy
482-2	Mary put their hair in rags at night but Susan did not because _ had curly hair.	Mary	Susan	2	1	f	A1WAWEY2810TFN	hair	https://www.wikihow.com/Keep-Hair-From-Getting-Greasy
870-1	Mary very rarely suffered from sickness but Susan often did because _ was very careful around infectious people.	Mary	Susan	1	1	f	A1WAWEY2810TFN	sickness	https://www.wikihow.com/Prevent-Altitude-Sickness
870-2	Mary very rarely suffered from sickness but Susan often did because _ was very reckless around infectious people.	Mary	Susan	2	1	f	A1WAWEY2810TFN	sickness	https://www.wikihow.com/Prevent-Altitude-Sickness
674-1	Adam did not want to eat the cookie as it was calorific but Jason did because _ was overweight.	Adam	Jason	1	1	m	A1WAWEY2810TFN	cookie	https://www.wikihow.com/Start-a-Cookie-Business
674-2	Adam did not want to eat the cookie as it was calorific but Jason did because _ was slim.	Adam	Jason	2	1	m	A1WAWEY2810TFN	cookie	https://www.wikihow.com/Start-a-Cookie-Business
281-1	Mary ate a lot of food with sugar but Susan did not as _ preferred sweet foods to anything else.	Mary	Susan	1	1	f	A1WAWEY2810TFN	sugar	https://www.wikihow.com/Prevent-Low-Blood-Sugar-at-Night
281-2	Mary ate a lot of food with sugar but Susan did not as _ preferred savoury foods to anything else.	Mary	Susan	2	1	f	A1WAWEY2810TFN	sugar	https://www.wikihow.com/Prevent-Low-Blood-Sugar-at-Night
71-1	Adam wanted to be a veterinarian when they were older but Jason did not because _ loved animals.	Adam	Jason	1	1	m	A1WAWEY2810TFN	veterinarian	https://www.wikihow.com/Shadow-a-Veterinarian
71-2	Adam wanted to be a veterinarian when they were older but Jason did not because _ hated animals.	Adam	Jason	2	1	m	A1WAWEY2810TFN	veterinarian	https://www.wikihow.com/Shadow-a-Veterinarian
489-1	Adam knew how to treat a stubborn child but Jason did not because _ was a parent.	Adam	Jason	1	1	m	A1WAWEY2810TFN	treat	https://www.wikihow.life/Treat-a-Cough
489-2	Adam knew how to treat a stubborn child but Jason did not because _ wasn't a parent.	Adam	Jason	2	1	m	A1WAWEY2810TFN	treat	https://www.wikihow.life/Treat-a-Cough
285-1	Mary was happy to work with sharp knives but Susan was not because _ was very careful.	Mary	Susan	1	1	f	A1WAWEY2810TFN	knives	https://www.wikihow.com/Sell-Knives
285-2	Mary was happy to work with sharp knives but Susan was not because _ was very careless.	Mary	Susan	2	1	f	A1WAWEY2810TFN	knives	https://www.wikihow.com/Sell-Knives
490-1	Mary put handwash only clothes in the washer but Susan washed them by hand as _ was lazy.	Mary	Susan	1	1	f	A1WAWEY2810TFN	washer	https://www.wikihow.com/Change-a-Tap-Washer
490-2	Mary put handwash only clothes in the washer but Susan washed them by hand as _ was conscientious.	Mary	Susan	2	1	f	A1WAWEY2810TFN	washer	https://www.wikihow.com/Change-a-Tap-Washer
876-1	Mary really enjoyed getting up and going to their job each day but Susan did not because _ was very motivated.	Mary	Susan	1	1	f	A1WAWEY2810TFN	job	https://www.wikihow.com/Become-Highly-Motivated-for-Your-Job
876-2	Mary really enjoyed getting up and going to their job each day but Susan did not because _ was very lazy.	Mary	Susan	2	1	f	A1WAWEY2810TFN	job	https://www.wikihow.com/Become-Highly-Motivated-for-Your-Job
76-1	Mary had had braces when they were younger but Susan had not so _ had very straight teeth.	Mary	Susan	1	1	f	A1WAWEY2810TFN	braces	https://www.wikihow.com/Stop-Fiddling-with-Your-Braces
76-2	Mary had had braces when they were younger but Susan had not so _ had very crooked teeth.	Mary	Susan	2	1	f	A1WAWEY2810TFN	braces	https://www.wikihow.com/Stop-Fiddling-with-Your-Braces
287-1	Mary decided that they were going to buy shares in a racehorse but Susan could not because _ was rich.	Mary	Susan	1	1	f	A1WAWEY2810TFN	buy	https://www.wikihow.com/Buy-a-Dehumidifier
287-2	Mary decided that they were going to buy shares in a racehorse but Susan could not because _ was poor.	Mary	Susan	2	1	f	A1WAWEY2810TFN	buy	https://www.wikihow.com/Buy-a-Dehumidifier
682-1	Adam's vehicle was covered in rust whereas Jason's was not because _ was very negligent about maintenance.	Adam	Jason	1	1	m	A1WAWEY2810TFN	rust	https://www.wikihow.com/Prevent-Rust-on-Your-Car
682-2	Adam's vehicle was covered in rust whereas Jason's was not because _ was very diligent about maintenance.	Adam	Jason	2	1	m	A1WAWEY2810TFN	rust	https://www.wikihow.com/Prevent-Rust-on-Your-Car
78-1	When in the forest Adam got lost quickly but Jason did not because _ had a very good sense of direction.	Adam	Jason	1	1	m	A1WAWEY2810TFN	forest	https://www.wikihow.com/Care-for-Norwegian-Forest-Cats
78-2	When in the forest Adam got lost quickly but Jason did not because _ had a very poor sense of direction.	Adam	Jason	2	1	m	A1WAWEY2810TFN	forest	https://www.wikihow.com/Care-for-Norwegian-Forest-Cats
80-1	Adam liked to lie around in a hammock all day but Jason did not because _ was very sedentary.	Adam	Jason	1	1	m	A1WAWEY2810TFN	hammock	https://www.wikihow.com/Put-Up-a-Hammock
80-2	Adam liked to lie around in a hammock all day but Jason did not because _ was very active.	Adam	Jason	2	1	m	A1WAWEY2810TFN	hammock	https://www.wikihow.com/Put-Up-a-Hammock
294-1	Mary always came first or second when they participated in track but Susan usually came last because _ was a fast runner.	Mary	Susan	1	1	f	A1WAWEY2810TFN	track	https://www.wikihow.com/Get-in-Shape-for-Track
294-2	Mary always came first or second when they participated in track but Susan usually came last because _ was a slow runner.	Mary	Susan	2	1	f	A1WAWEY2810TFN	track	https://www.wikihow.com/Get-in-Shape-for-Track
882-1	Mary was quite a good runner but Susan was faster because _ was an amateur sportsperson.	Mary	Susan	1	2	f	A1WAWEY2810TFN	faster	https://www.wikihow.com/Dilate-Faster
882-2	Mary was quite a good runner but Susan was faster because _ was a professional sportsperson.	Mary	Susan	2	2	f	A1WAWEY2810TFN	faster	https://www.wikihow.com/Dilate-Faster
500-1	Mary experienced a great deal of anxiety before exams but Susan did not because _ was naturally nervous.	Mary	Susan	1	1	f	A1WAWEY2810TFN	anxiety	https://www.wikihow.com/Beat-Anxiety-About-Speaking
500-2	Mary experienced a  great deal of anxiety before exams but Susan did not because _ was naturally confident.	Mary	Susan	2	1	f	A1WAWEY2810TFN	anxiety	https://www.wikihow.com/Beat-Anxiety-About-Speaking
501-1	Adam drinks a lot of milk but Jason does not and as a result _ has very strong bones.	Adam	Jason	1	1	m	A1WAWEY2810TFN	milk	https://www.wikihow.com/Build-a-Milk-Carton-Birdhouse
501-2	Adam drinks a lot of milk but Jason does not and as a result _ has very weak bones.	Adam	Jason	2	1	m	A1WAWEY2810TFN	milk	https://www.wikihow.com/Build-a-Milk-Carton-Birdhouse
92-1	Mary found their tongue very useful but Susan found their's less useful because _ was very verbose.	Mary	Susan	1	1	f	A1WAWEY2810TFN	tongue	https://www.wikihow.com/Clean-Your-Tongue-Properly
92-2	Mary found their tongue very useful but Susan found their's less useful because _ was very taciturn.	Mary	Susan	2	1	f	A1WAWEY2810TFN	tongue	https://www.wikihow.com/Clean-Your-Tongue-Properly
888-1	Adam gave Jason a head start in the race they were having as _ was a very fast runner.	Adam	Jason	1	1	m	A1WAWEY2810TFN	start	https://www.wikihow.com/Start-a-Traeger-Grill
888-2	Adam gave Jason a head start in the race they were having as _ was a very slow runner.	Adam	Jason	2	1	m	A1WAWEY2810TFN	start	https://www.wikihow.com/Start-a-Traeger-Grill
303-1	Mary wore her hair in a ponytail but Susan did not because _ had very long hair.	Mary	Susan	1	1	f	A1WAWEY2810TFN	hair	https://www.wikihow.com/Keep-Hair-Healthy-and-Long
303-2	Mary wore her hair in a ponytail but Susan did not because _ had very short hair.	Mary	Susan	2	1	f	A1WAWEY2810TFN	hair	https://www.wikihow.com/Keep-Hair-Healthy-and-Long
101-1	There were two people involved in the game and Adam was playing to win but Jason was not because _ was very ambitious.	Adam	Jason	1	1	m	A1WAWEY2810TFN	win	https://www.wikihow.com/Win-a-Woman%27s-Heart
101-2	There were two people involved in the game and Adam was playing to win but Jason was not because _ was very disinterested.	Adam	Jason	2	1	m	A1WAWEY2810TFN	win	https://www.wikihow.com/Win-a-Woman%27s-Heart
310-1	Adam knew to stay hydrated whilst exercising but Jason did not as _ was a professional athlete.	Adam	Jason	1	2	m	A1WAWEY2810TFN	hydrated	https://www.wikihow.com/Keep-a-Dog-Hydrated
310-2	Adam knew to stay hydrated whilst exercising but Jason did not as _ was an amateur athlete.	Adam	Jason	2	2	m	A1WAWEY2810TFN	hydrated	https://www.wikihow.com/Keep-a-Dog-Hydrated
314-1	Mary found that their head was always full of thoughts but Susan's was not as  _ was very imaginative.	Mary	Susan	1	1	f	A1WAWEY2810TFN	thoughts	https://www.wikihow.com/Get-Rid-of-Negative-Thoughts
314-2	Mary found that their head was always full of thoughts but Susan's was not as  _ was very dull.	Mary	Susan	2	1	f	A1WAWEY2810TFN	thoughts	https://www.wikihow.com/Get-Rid-of-Negative-Thoughts
524-1	It was easy for Mary to make a new friend but not for Susan as _ was very sociable.	Mary	Susan	1	1	f	A1WAWEY2810TFN	friend	https://www.wikihow.com/Maintain-a-Good-Relationship-with-Your-Best-Friend
524-2	It was easy for Mary to make a new friend but not for Susan as _ was very aloof.	Mary	Susan	2	1	f	A1WAWEY2810TFN	friend	https://www.wikihow.com/Maintain-a-Good-Relationship-with-Your-Best-Friend
713-1	Adam knew how to treat a suspected heart attack but Jason did not because _ had undertaken a first aid course.	Adam	Jason	1	1	m	A1WAWEY2810TFN	treat	https://www.wikihow.com/Treat-Genital-Herpes-Naturally
713-2	Adam knew how to treat a suspected heart attack but Jason did not because _ had skipped a first aid course.	Adam	Jason	2	1	m	A1WAWEY2810TFN	treat	https://www.wikihow.com/Treat-Genital-Herpes-Naturally
900-1	Adam paid a large amount of money to frame a picture they had painted but Jason did not because _ was very talented.	Adam	Jason	1	1	m	A1WAWEY2810TFN	frame	https://www.wikihow.com/Frame-a-Wall
900-2	Adam paid a large amount of money to frame a picture they had painted but Jason did not because _ was very inept.	Adam	Jason	2	1	m	A1WAWEY2810TFN	frame	https://www.wikihow.com/Frame-a-Wall
901-1	Adam had a balanced diet but Jason did not because _ had an excellent knowledge of nutrition.	Adam	Jason	1	1	m	A1WAWEY2810TFN	diet	https://www.wikihow.com/Maintain-a-Balanced-Diet
901-2	Adam had a balanced diet but Jason did not because _ had an appalling knowledge of nutrition.	Adam	Jason	2	1	m	A1WAWEY2810TFN	diet	https://www.wikihow.com/Maintain-a-Balanced-Diet
716-1	Adam often had a bad pain in the gut whereas Jason did not because _ had a very good diet.	Adam	Jason	1	1	m	A1WAWEY2810TFN	gut	https://www.wikihow.com/Avoid-Embarrassing-Gut-Noises
716-2	Adam often had a bad pain in the gut whereas Jason did not because _ had a very poor diet.	Adam	Jason	2	1	m	A1WAWEY2810TFN	gut	https://www.wikihow.com/Avoid-Embarrassing-Gut-Noises
717-1	Mary liked to do strenuous exercises on their legs but Susan did not because _ was very sporty.	Mary	Susan	1	1	f	A1WAWEY2810TFN	legs	https://www.wikihow.com/Taper-Trouser-Legs
717-2	Mary liked to do strenuous exercises on their legs but Susan did not because _ was very sedentary.	Mary	Susan	2	1	f	A1WAWEY2810TFN	legs	https://www.wikihow.com/Taper-Trouser-Legs
112-1	Mary was very quick to heal when injured but Susan does not because _ was very healthy.	Mary	Susan	1	1	f	A1WAWEY2810TFN	heal	https://www.wikihow.com/Heal-Liver-from-Alcoholism
112-2	Mary was very quick to heal when injured but Susan does not because _ was very unhealthy.	Mary	Susan	2	1	f	A1WAWEY2810TFN	heal	https://www.wikihow.com/Heal-Liver-from-Alcoholism
721-1	Mary loved to travel to dangerous places but Susan did not because _ was fearless.	Mary	Susan	1	1	f	A1WAWEY2810TFN	Travel	https://www.wikihow.com/Start-a-Travel-Agency-From-Home
721-2	Mary loved to travel to dangerous places but Susan did not because _ was scared.	Mary	Susan	2	1	f	A1WAWEY2810TFN	Travel	https://www.wikihow.com/Start-a-Travel-Agency-From-Home
114-1	Adam really enjoyed talking on the  telephone but Jason did not because _ was gregarious.	Adam	Jason	1	1	m	A1WAWEY2810TFN	telephone	https://www.wikihow.com/Conduct-a-Telephone-Survey
114-2	Adam really enjoyed talking on the  telephone but Jason did not because _ was shy.	Adam	Jason	2	1	m	A1WAWEY2810TFN	telephone	https://www.wikihow.com/Conduct-a-Telephone-Survey
909-1	Adam had the skill to be a pianist but Jason did not as _ was very good at music.	Adam	Jason	1	1	m	A1WAWEY2810TFN	skill	https://www.wikihow.com/Add-a-Skill-to-Alexa
909-2	Adam had the skill to be a pianist but Jason did not as _ was very bad at music.	Adam	Jason	2	1	m	A1WAWEY2810TFN	skill	https://www.wikihow.com/Add-a-Skill-to-Alexa
912-1	Adam likes to keep their front door locked shut but Jason does not because _ lives in a dangerous neighbourhood.	Adam	Jason	1	1	m	A1WAWEY2810TFN	shut	https://www.wikihow.com/Keep-Car-Doors-from-Freezing-Shut
912-2	Adam likes to keep their front door locked shut but Jason does not because _ lives in a safe neighbourhood.	Adam	Jason	2	1	m	A1WAWEY2810TFN	shut	https://www.wikihow.com/Keep-Car-Doors-from-Freezing-Shut
915-1	Adam gave their sickly relative a great deal of care but Jason did not because _ was a very giving person.	Adam	Jason	1	2	m	A1WAWEY2810TFN	care	https://www.wikihow.com/Select-a-Child-Care-Giver
915-2	Adam gave their sickly relative a great deal of care but Jason did not because _ was a very selfishperson.	Adam	Jason	2	2	m	A1WAWEY2810TFN	care	https://www.wikihow.com/Select-a-Child-Care-Giver
122-1	Adam was chosen to sing in the concert but Jason was not because _ had a very strong voice.	Adam	Jason	1	1	m	A1WAWEY2810TFN	voice	https://www.wikihow.com/Do-a-Voice-Over
122-2	Adam was chosen to sing in the concert but Jason was not because _ had a very weak voice.	Adam	Jason	2	1	m	A1WAWEY2810TFN	voice	https://www.wikihow.com/Do-a-Voice-Over
729-1	Mary could prepare a brilliant casserole but Susan could not because _ was an excellent cook.	Mary	Susan	1	1	f	A1WAWEY2810TFN	prepare	https://www.wikihow.com/Prepare-a-Workshop
729-2	Mary could prepare a brilliant casserole but Susan could not because _ was an awful cook.	Mary	Susan	2	1	f	A1WAWEY2810TFN	prepare	https://www.wikihow.com/Prepare-a-Workshop
918-1	Mary wanted to kill rats using a trap but Susan did not as _ hated rats.	Mary	Susan	1	1	f	A1WAWEY2810TFN	trap	https://www.wikihow.com/Make-a-Flea-Trap
918-2	Mary wanted to kill rats using a trap but Susan did not as _ loved rats.	Mary	Susan	2	1	f	A1WAWEY2810TFN	trap	https://www.wikihow.com/Make-a-Flea-Trap
333-1	Mary found it very easy to learn chemistry but Susan did not because _ was quite clever.	Mary	Susan	1	1	f	A1WAWEY2810TFN	learn	https://www.wikihow.com/Learn-Persian
333-2	Mary found it very easy to learn chemistry but Susan did not because _ was quite stupid.	Mary	Susan	2	1	f	A1WAWEY2810TFN	learn	https://www.wikihow.com/Learn-Persian
919-1	Mary felt a lot of guilt over stealing penny sweets but Susan did not because _ had a strong conscience.	Mary	Susan	1	1	f	A1WAWEY2810TFN	guilt	https://www.wikihow.com/Cope-with-Guilt-After-a-Dog%27s-Death
919-2	Mary felt a lot of guilt over stealing penny sweets but Susan did not because _ had a weak conscience.	Mary	Susan	2	1	f	A1WAWEY2810TFN	guilt	https://www.wikihow.com/Cope-with-Guilt-After-a-Dog%27s-Death
335-1	Mary would rather stay home reading whilst Susan preferred to go to a party as _ was very introverted.	Mary	Susan	1	1	f	A1WAWEY2810TFN	reading	https://www.wikihow.com/Improve-Speed-Reading-Skills
335-2	Mary would rather stay home reading whilst Susan preferred to go to a party as _ was very extroverted.	Mary	Susan	2	1	f	A1WAWEY2810TFN	reading	https://www.wikihow.com/Improve-Speed-Reading-Skills
130-1	When it came to basketball Adam had an advantage but Jason did not because _ was very tall.	Adam	Jason	1	1	m	A1WAWEY2810TFN	advantage	https://www.wikihow.com/Apply-Advantage-to-Cats
130-2	When it came to basketball Adam had an advantage but Jason did not because _ was very small.	Adam	Jason	2	1	m	A1WAWEY2810TFN	advantage	https://www.wikihow.com/Apply-Advantage-to-Cats
736-1	Adam was an asset to their employer but Jason was not because _ was very loyal.	Adam	Jason	1	1	m	A1WAWEY2810TFN	asset	https://www.wikihow.com/Be-an-Asset-to-Your-Company
736-2	Adam was an asset to their employer but Jason was not because _ was very traitorous.	Adam	Jason	2	1	m	A1WAWEY2810TFN	asset	https://www.wikihow.com/Be-an-Asset-to-Your-Company
340-1	Adam was very keep to apply for the job but Jason was not because _ was very diligent.	Adam	Jason	1	1	m	A1WAWEY2810TFN	apply	https://www.wikihow.com/Apply-Pancake-Makeup
340-2	Adam was very keep to apply for the job but Jason was not because _ was very lazy.	Adam	Jason	2	1	m	A1WAWEY2810TFN	apply	https://www.wikihow.com/Apply-Pancake-Makeup
133-1	Adam could not afford to have a second bathroom in their house but Jason could because _ was poor.	Adam	Jason	1	1	m	A1WAWEY2810TFN	house	https://www.wikihow.com/Buy-a-House-Using-a-Lease-Option
133-2	Adam could not afford to have a second bathroom in their house but Jason could because _ was affluent.	Adam	Jason	2	1	m	A1WAWEY2810TFN	house	https://www.wikihow.com/Buy-a-House-Using-a-Lease-Option
543-1	Mary was very keen that their home should be clean but Susan was not, because _ was very houseproud.	Mary	Susan	1	1	f	A1WAWEY2810TFN	clean	https://www.wikihow.com/Eat-Clean-for-Life
543-2	Mary was very keen that their home should be clean but Susan was not, because _ was very slovenly.	Mary	Susan	2	1	f	A1WAWEY2810TFN	clean	https://www.wikihow.com/Eat-Clean-for-Life
739-1	Mary is worried about their eyes but Susan is not as shortsightedness is common in _ 's family.	Mary	Susan	1	1	f	A1WAWEY2810TFN	eyes	https://www.wikihow.com/Create-Smokey-Eyes-like-Jack-Sparrow
739-2	Mary is worried about their eyes but Susan is not as shortsightedness is rare in _ 's family.	Mary	Susan	2	1	f	A1WAWEY2810TFN	eyes	https://www.wikihow.com/Create-Smokey-Eyes-like-Jack-Sparrow
343-1	Adam was happy to feed mice to the snake but Jason was not because _  hated rodents.	Adam	Jason	1	1	m	A1WAWEY2810TFN	snake	https://www.wikihow.com/Survive-an-Encounter-With-a-Snake
343-2	Adam was happy to feed mice to the snake but Jason was not because _ loved rodents.	Adam	Jason	2	1	m	A1WAWEY2810TFN	snake	https://www.wikihow.com/Survive-an-Encounter-With-a-Snake
740-1	It was possible for Adam to buy a Rolls Royce but not for Jason because _ was very rich.	Adam	Jason	1	1	m	A1WAWEY2810TFN	buy	https://www.wikihow.com/Buy-a-Labrador-Retriever-Puppy
740-2	It was possible for Adam to buy a Rolls Royce but not for Jason because _ was very poor.	Adam	Jason	2	1	m	A1WAWEY2810TFN	buy	https://www.wikihow.com/Buy-a-Labrador-Retriever-Puppy
344-1	Adam was much better at coping in an emergency than Jason was because _ was very panicky.	Adam	Jason	1	1	m	A1WAWEY2810TFN	emergency	https://www.wikihow.com/Make-a-Locker-Size-Beauty-Emergency-Kit
344-2	Adam was much better at coping in an emergency than Jason was because _ was very calm.	Adam	Jason	2	1	m	A1WAWEY2810TFN	emergency	https://www.wikihow.com/Make-a-Locker-Size-Beauty-Emergency-Kit
139-1	Adam knew how to light a fire but Jason did not because when it came to woodcraft _ was very experienced.	Adam	Jason	1	1	m	A1WAWEY2810TFN	fire	https://www.wikihow.com/Load-and-Fire-a-Muzzleloader
139-2	Adam knew how to light a fire but Jason did not because when it came to woodcraft _ was very naive.	Adam	Jason	2	1	m	A1WAWEY2810TFN	fire	https://www.wikihow.com/Load-and-Fire-a-Muzzleloader
935-1	Mary liked to buy their partner roses but Susan did not because _ was very romantic.	Mary	Susan	1	1	f	A1WAWEY2810TFN	roses	https://www.wikihow.com/Keep-Roses-Fresh
935-2	Mary liked to buy their partner roses but Susan did not because _ was very practical.	Mary	Susan	2	1	f	A1WAWEY2810TFN	roses	https://www.wikihow.com/Keep-Roses-Fresh
551-1	Adam was very confident when it came to asking people for dates but Jason was not because _ was very outgoing.	Adam	Jason	1	1	m	A1WAWEY2810TFN	confident	https://www.wikihow.com/Become-Sexually-Confident-(for-Women)
551-2	Adam was very confident when it came to asking people for dates but Jason was not because _ was very shy.	Adam	Jason	2	1	m	A1WAWEY2810TFN	confident	https://www.wikihow.com/Become-Sexually-Confident-(for-Women)
748-1	Adam enjoyed looking at the moon but Jason did not because _ preferred it when it was dark.	Adam	Jason	1	1	m	A1WAWEY2810TFN	moon	https://www.wikihow.com/Do-Your-Hair-Like-Sailor-Moon
748-2	Adam enjoyed looking at the moon but Jason did not because _ preferred it when it was light.	Adam	Jason	2	1	m	A1WAWEY2810TFN	moon	https://www.wikihow.com/Do-Your-Hair-Like-Sailor-Moon
145-1	In December Adam thought they were going to freeze but Jason was overheating because _ lived in a cold country.	Adam	Jason	1	1	m	A1WAWEY2810TFN	freeze	https://www.wikihow.com/Freeze-Mangoes
145-2	In December Adam thought they were going to freeze but Jason was overheating because _ lived in a hot country.	Adam	Jason	2	1	m	A1WAWEY2810TFN	freeze	https://www.wikihow.com/Freeze-Mangoes
353-1	Adam did not mind if it took them a while to prepare a meal but Jason did because _ was very meticulous.	Adam	Jason	1	1	m	A1WAWEY2810TFN	prepare	https://www.wikihow.com/Prepare-and-Serve-Different-Cuts-of-Beef
353-2	Adam did not mind if it took them a while to prepare a meal but Jason did because _ was very slapdash.	Adam	Jason	2	1	m	A1WAWEY2810TFN	prepare	https://www.wikihow.com/Prepare-and-Serve-Different-Cuts-of-Beef
555-1	Mary decided that they were going to build a car from scratch but Susan could not help because _ was very good with machinery.	Mary	Susan	1	1	f	A1WAWEY2810TFN	build	https://www.wikihow.com/Build-a-Grass-Landing-Strip
555-2	Mary decided that they were going to build a car from scratch but Susan could not help because _ was very bad with machinery.	Mary	Susan	2	1	f	A1WAWEY2810TFN	build	https://www.wikihow.com/Build-a-Grass-Landing-Strip
941-1	Mary liked to have sugar on their popcorn but Susan did not because _ likes sweet things.	Mary	Susan	1	1	f	A1WAWEY2810TFN	popcorn	https://www.wikihow.com/Make-Popcorn-on-the-Stove
941-2	Mary liked to have sugar on their popcorn but Susan did not because _ dislikes sweet things.	Mary	Susan	2	1	f	A1WAWEY2810TFN	popcorn	https://www.wikihow.com/Make-Popcorn-on-the-Stove
558-1	When it came to athletics Adam was very good but Jason was not because _ was a good athlete.	Adam	Jason	1	1	m	A1WAWEY2810TFN	good	https://www.wikihow.com/Be-a-Good-Writer
558-2	When it came to athletics Adam was very good but Jason was not because _ was a poor athlete.	Adam	Jason	2	1	m	A1WAWEY2810TFN	good	https://www.wikihow.com/Be-a-Good-Writer
148-1	Adam always tried to avoid waste but Jason did not because _ was very thrifty.	Adam	Jason	1	1	m	A1WAWEY2810TFN	waste	https://www.wikihow.life/Manage-Your-Home-Waste
148-2	Adam always tried to avoid waste but Jason did not because _ was very profligate.	Adam	Jason	2	1	m	A1WAWEY2810TFN	waste	https://www.wikihow.life/Manage-Your-Home-Waste
752-1	Adam has a good deal of energy but Jason rarely does because _ eats a very healthy diet.	Adam	Jason	1	1	m	A1WAWEY2810TFN	energy	https://www.wikihow.com/Maintain-Your-Energy-Throughout-the-Day
752-2	Adam has a good deal of energy but Jason rarely does because _ eats a very poor diet.	Adam	Jason	2	1	m	A1WAWEY2810TFN	energy	https://www.wikihow.com/Maintain-Your-Energy-Throughout-the-Day
944-1	Mary wanted to learn French but Susan did not because _ was curious towards other cultures.	Mary	Susan	1	1	f	A1WAWEY2810TFN	learn	https://www.wikihow.com/Learn-Data-Entry
944-2	Mary wanted to learn French but Susan did not because _ was indifferent towards other cultures.	Mary	Susan	2	1	f	A1WAWEY2810TFN	learn	https://www.wikihow.com/Learn-Data-Entry
150-1	Adam was very keen to marry but Jason was not because _ was very keen about the idea of having a family.	Adam	Jason	1	1	m	A1WAWEY2810TFN	marry	https://www.wikihow.com/Marry-in-Skyrim
150-2	Adam was very keen to marry but Jason was not because _ was very averse about the idea of having a family.	Adam	Jason	2	1	m	A1WAWEY2810TFN	marry	https://www.wikihow.com/Marry-in-Skyrim
561-1	Unfortunately Adam managed to break some of the fine china but Jason did not because _ was very clumsy.	Adam	Jason	1	1	m	A1WAWEY2810TFN	break	https://www.wikihow.com/Make-a-Fever-Break
561-2	Unfortunately Adam managed to break some of the fine china but Jason did not because _ was very careful.	Adam	Jason	2	1	m	A1WAWEY2810TFN	break	https://www.wikihow.com/Make-a-Fever-Break
362-1	It was okay for Mary that there was a spider but not okay for Susan because _ was very brave.	Mary	Susan	1	1	f	A1WAWEY2810TFN	spider	https://www.wikihow.com/Get-Rid-of-Spider-Mites
362-2	It was okay for Mary that there was a spider but not okay for Susan because _ was very scared.	Mary	Susan	2	1	f	A1WAWEY2810TFN	spider	https://www.wikihow.com/Get-Rid-of-Spider-Mites
947-1	Adam put on a thick blue sweater but Jason did not as _ was feeling cold.	Adam	Jason	1	1	m	A1WAWEY2810TFN	sweater	https://www.wikihow.com/Crochet-a-Baby-Sweater-for-Beginners
947-2	Adam put on a thick blue sweater but Jason did not as _ was feeling warm.	Adam	Jason	2	1	m	A1WAWEY2810TFN	sweater	https://www.wikihow.com/Crochet-a-Baby-Sweater-for-Beginners
364-1	Adam ate a great deal of rice but Jason did not because _ was trying to increase their carb consumption.	Adam	Jason	1	1	m	A1WAWEY2810TFN	rice	https://www.wikihow.com/Freeze-Rice
